"id","BK_id","Year","Price","Lost","Reason_for_Lost","DateIn"
"531","296","2010","200","FALSE",NULL,"2019-12-03"
"532","297","2019","411","FALSE",NULL,"2019-12-16"
"533","298","2019","500","FALSE",NULL,"2019-12-16"
"534","299","2019","500","FALSE",NULL,"2019-12-16"
"535","249","2002","620","FALSE",NULL,"2020-01-14"
"536","249","2002","620","FALSE",NULL,NULL
"537","249","2002","620","FALSE",NULL,NULL
"538","249","2002","620","FALSE",NULL,NULL
"539","300","2019","406","FALSE",NULL,NULL
"540","301","2019","560","FALSE",NULL,"2020-01-14"
"541","302","2019","400","FALSE",NULL,"2020-01-14"
"542","303","2019","400","FALSE",NULL,"2020-01-14"
"543","304","2013","600","FALSE",NULL,"2020-01-14"
"544","305","2019","400","FALSE",NULL,"2020-01-14"
"545","267","2019","383","FALSE",NULL,"2020-01-14"
"546","306","2019","400","FALSE",NULL,"2020-01-14"
"547","307","2019","400","FALSE",NULL,"2020-01-14"
"548","267","2019","383","FALSE",NULL,"2020-01-14"
"549","303","2019","400","FALSE",NULL,"2020-01-14"
"550","308","2019","400","FALSE",NULL,"2020-01-14"
"551","308","2019","400","FALSE",NULL,"2020-01-14"
"552","308","2019","400","FALSE",NULL,"2020-01-14"
"553","267","2019","383","FALSE",NULL,"2020-01-14"
"554","306","2019","400","FALSE",NULL,"2020-01-14"
"555","309","2019","380","FALSE",NULL,"2020-01-14"
"556","307","2019","400","FALSE",NULL,"2020-01-14"
"557","310","2019","450","FALSE",NULL,"2020-01-14"
"558","309","2019","380","FALSE",NULL,"2020-01-14"
"559","297","2019","411","FALSE",NULL,"2020-01-14"
"560","297","2019","411","FALSE",NULL,"2020-01-14"
"561","311","2019","394","FALSE",NULL,"2020-02-02"
"562","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"563","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"564","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"565","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"566","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"567","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"568","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"569","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"570","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"571","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"572","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"573","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"574","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"575","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"576","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"577","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"578","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"579","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"580","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"581","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"582","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"583","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"584","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"585","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"586","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"587","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"588","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"589","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"590","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"591","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"592","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"593","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"594","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"595","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"596","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"597","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"598","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"599","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"600","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"601","312","2019",NULL,"FALSE",NULL,"2021-01-01"
"602","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"603","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"604","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"605","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"606","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"607","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"608","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"609","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"610","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"611","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"612","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"613","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"614","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"615","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"616","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"617","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"618","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"619","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"620","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"621","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"622","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"623","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"624","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"625","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"626","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"627","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"628","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"629","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"630","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"631","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"632","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"633","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"634","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"635","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"636","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"637","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"638","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"639","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"640","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"641","313","2019",NULL,"FALSE",NULL,"2021-01-01"
"642","314","2019",NULL,"FALSE",NULL,"2021-01-01"
"643","315","2019",NULL,"FALSE",NULL,"2021-01-01"
